nombre,club_actual,temporada,liga
jon aramburu,real sociedad,2024-2025,laliga
jon guridi,alaves,2024-2025,laliga
jon guridi,alaves,2023-2024,laliga
jon karrikaburu,real sociedad,2023-2024,laliga
jon karrikaburu,alaves,2023-2024,laliga
jon karrikaburu,real sociedad,2024-2025,laliga
jon karrikaburu,real sociedad,2022-2023,laliga
jon magunazelaia,real sociedad,2024-2025,laliga
jon magunazelaia,real sociedad,2022-2023,laliga
jon magunazelaia,real sociedad,2023-2024,laliga
jon martin,real sociedad,2024-2025,laliga
jon martin,real sociedad,2023-2024,laliga
jon moncayola,osasuna,2024-2025,laliga
jon moncayola,osasuna,2023-2024,laliga
jon moncayola,osasuna,2022-2023,laliga
jon morcillo,athletic bilbao,2022-2023,laliga
jon pacheco,real sociedad,2024-2025,laliga
jon pacheco,real sociedad,2022-2023,laliga
jon pacheco,real sociedad,2023-2024,laliga
jonah kusiasare,bayern munich,2024-2025,bundesliga
jonas fohrenbach,heidenheim,2024-2025,bundesliga
jonas fohrenbach,heidenheim,2023-2024,bundesliga
jonas harder,fiorentina,2024-2025,serie-a
jonas hector,koln,2022-2023,bundesliga
jonas hofmann,gladbach,2022-2023,bundesliga
jonas hofmann,leverkusen,2023-2024,bundesliga
jonas hofmann,leverkusen,2024-2025,bundesliga
jonas nickisch,rb leipzig,2022-2023,bundesliga
jonas nickisch,koln,2023-2024,bundesliga
jonas omlin,gladbach,2022-2023,bundesliga
jonas omlin,gladbach,2024-2025,bundesliga
jonas rouhi,juventus,2024-2025,serie-a
jonas urbig,bayern munich,2024-2025,bundesliga
jonas urbig,koln,2022-2023,bundesliga
jonas wind,wolfsburg,2024-2025,bundesliga
jonas wind,wolfsburg,2022-2023,bundesliga
jonas wind,wolfsburg,2023-2024,bundesliga
jonathan asp jensen,bayern munich,2023-2024,bundesliga
jonathan asp jensen,brighton,2023-2024,premier-league
jonathan asp jensen,bayern munich,2024-2025,bundesliga
jonathan asp jensen,brighton,2024-2025,premier-league
jonathan bamba,celta vigo,2024-2025,laliga
jonathan burkardt,mainz,2024-2025,bundesliga
jonathan burkardt,mainz,2023-2024,bundesliga
jonathan burkardt,mainz,2022-2023,bundesliga
jonathan ikone,fiorentina,2023-2024,serie-a
jonathan ikone,fiorentina,2022-2023,serie-a
jonathan ikone,fiorentina,2024-2025,serie-a
jonathan ikone,como,2024-2025,serie-a
jonathan norbye,rb leipzig,2024-2025,bundesliga
jonathan norbye,rb leipzig,2023-2024,bundesliga
jonathan panzo,nottham forest,2022-2023,premier-league
jonathan schmid,freiburg,2022-2023,bundesliga
jonathan tah,wolfsburg,2024-2025,bundesliga
jonathan tah,bayern munich,2024-2025,bundesliga
jonathan tah,leverkusen,2022-2023,bundesliga
jonathan tah,leverkusen,2023-2024,bundesliga
jonathan tah,leverkusen,2024-2025,bundesliga
joni montiel,rayo vallecano,2024-2025,laliga
jonjo shelvey,newcastle utd,2022-2023,premier-league
jonjo shelvey,nottham forest,2022-2023,premier-league
jonny evans,manchester utd,2023-2024,premier-league
jonny evans,manchester utd,2024-2025,premier-league
jonny otto,wolverhampton wanderers,2023-2024,premier-league
jonny otto,wolverhampton wanderers,2022-2023,premier-league
jordan ayew,crystal palace,2024-2025,premier-league
jordan ayew,crystal palace,2022-2023,premier-league
jordan ayew,crystal palace,2023-2024,premier-league
jordan beyer,gladbach,2022-2023,bundesliga
jordan beyer,burnley,2023-2024,premier-league
jordan henderson,liverpool,2022-2023,premier-league
jordan larsson,union berlin,2022-2023,bundesliga
jordan larsson,union berlin,2024-2025,bundesliga
jordan larsson,union berlin,2023-2024,bundesliga
jordan pickford,everton,2023-2024,premier-league
jordan pickford,everton,2024-2025,premier-league
jordan pickford,everton,2022-2023,premier-league
jordan smith,nottham forest,2022-2023,premier-league
jordan zemura,udinese,2023-2024,serie-a
jordan zemura,udinese,2024-2025,serie-a
jordan zemura,bournemouth,2022-2023,premier-league
jordi,girona,2024-2025,laliga
jordi,getafe,2023-2024,laliga
jordi alba,barcelona,2022-2023,laliga
jordi mboula,hellas verona,2023-2024,serie-a
jordy makengo,freiburg,2024-2025,bundesliga
jordy makengo,freiburg,2023-2024,bundesliga
jorge benito,getafe,2024-2025,laliga
jorge benito,getafe,2023-2024,laliga
jorge cuenca,fulham,2024-2025,premier-league
jorge cuenca,villarreal,2022-2023,laliga
jorge cuenca,villarreal,2023-2024,laliga
jorge de frutos,rayo vallecano,2024-2025,laliga
jorge de frutos,rayo vallecano,2023-2024,laliga
jorge herrando,osasuna,2023-2024,laliga
jorge herrando,osasuna,2024-2025,laliga
jorge herrando,osasuna,2022-2023,laliga
jorge moreno,rayo vallecano,2023-2024,laliga
jorge moreno,osasuna,2023-2024,laliga
jorginho,chelsea,2022-2023,premier-league
jorginho,arsenal,2023-2024,premier-league
jorginho,arsenal,2024-2025,premier-league
jorginho,arsenal,2022-2023,premier-league
josan,elche,2022-2023,laliga
jose antonio,torino,2024-2025,serie-a
jose carlos gonzalez,betis,2024-2025,laliga
jose carlos gonzalez,betis,2024-2025,laliga
jose carlos lazo,barcelona,2022-2023,laliga
jose gragera,barcelona,2022-2023,laliga
jose gragera,barcelona,2024-2025,laliga
jose luis garcia vaya,betis,2022-2023,laliga
jose luis garcia vaya,betis,2024-2025,laliga
jose luis garcia vaya,alaves,2023-2024,laliga
jose luis morales,villarreal,2023-2024,laliga
jose luis morales,villarreal,2022-2023,laliga
jose luis palomino,atalanta,2022-2023,serie-a
jose luis palomino,cagliari,2024-2025,serie-a
jose luis palomino,atalanta,2023-2024,serie-a
jose mari,barcelona,2024-2025,laliga
jose mari,betis,2022-2023,laliga
jose maria gimenez,atletico madrid,2023-2024,laliga
jose maria gimenez,atletico madrid,2024-2025,laliga
jose maria gimenez,atletico madrid,2022-2023,laliga
jose pozo,rayo vallecano,2023-2024,laliga
jose pozo,rayo vallecano,2022-2023,laliga
jose sa,wolverhampton wanderers,2022-2023,premier-league
jose sa,wolverhampton wanderers,2024-2025,premier-league
jose sa,wolverhampton wanderers,2023-2024,premier-league
joseda alvarez,alaves,2023-2024,laliga
joselito,hellas verona,2023-2024,serie-a
joselito,hellas verona,2022-2023,serie-a
joselu,real madrid,2023-2024,laliga
joselu,valencia,2023-2024,laliga
joselu,barcelona,2022-2023,laliga
josep antoni gaya,valencia,2023-2024,laliga
josep antoni gaya,valencia,2022-2023,laliga
josep antoni gaya,valencia,2024-2025,laliga
josep antoni gaya,mallorca,2022-2023,laliga
josep martinez,genoa,2023-2024,serie-a
josep martinez,inter,2024-2025,serie-a
joseph aidoo,celta vigo,2024-2025,laliga
joseph aidoo,celta vigo,2022-2023,laliga
joseph anang,west ham,2022-2023,premier-league
joseph anang,west ham,2023-2024,premier-league
joseph hodge,wolverhampton wanderers,2023-2024,premier-league
joseph hodge,wolverhampton wanderers,2022-2023,premier-league
joseph hodge,wolverhampton wanderers,2024-2025,premier-league
joseph nonge,juventus,2023-2024,serie-a
joseph whitworth,crystal palace,2023-2024,premier-league
joseph whitworth,crystal palace,2024-2025,premier-league
joseph whitworth,crystal palace,2022-2023,premier-league
josh bowler,nottham forest,2022-2023,premier-league
josh bowler,nottham forest,2023-2024,premier-league
josh bowler,nottham forest,2024-2025,premier-league
josh brooking,chelsea,2023-2024,premier-league
josh brownhill,burnley,2023-2024,premier-league
josh cullen,burnley,2023-2024,premier-league
josh dasilva,manchester city,2022-2023,premier-league
josh dasilva,manchester city,2023-2024,premier-league
josh dasilva,brentford,2023-2024,premier-league
josh dasilva,brentford,2024-2025,premier-league
josh dasilva,brentford,2022-2023,premier-league
josh dasilva,manchester city,2024-2025,premier-league
josh doig,hellas verona,2023-2024,serie-a
josh doig,sassuolo,2023-2024,serie-a
josh doig,hellas verona,2022-2023,serie-a
josh feeney,aston villa,2023-2024,premier-league
josh feeney,aston villa,2022-2023,premier-league
josh nichols,arsenal,2024-2025,premier-league
josh onomah,fulham,2022-2023,premier-league
josh robinson,arsenal,2024-2025,premier-league
josha vagnoman,stuttgart,2023-2024,bundesliga
josha vagnoman,stuttgart,2022-2023,bundesliga
josha vagnoman,stuttgart,2024-2025,bundesliga
joshua acheampong,chelsea,2023-2024,premier-league
joshua acheampong,chelsea,2024-2025,premier-league
joshua duffus,brighton,2023-2024,premier-league
joshua kimmich,bayern munich,2023-2024,bundesliga
joshua kimmich,bayern munich,2022-2023,bundesliga
joshua kimmich,bayern munich,2024-2025,bundesliga
joshua king,fulham,2024-2025,premier-league
joshua king,fulham,2023-2024,premier-league
joshua quarshie,leverkusen,2022-2023,bundesliga
joshua quarshie,hoffenheim,2022-2023,bundesliga
joshua schwirten,koln,2022-2023,bundesliga
joshua tenkorang,cremonese,2022-2023,serie-a
joshua zirkzee,bologna,2022-2023,serie-a
joshua zirkzee,manchester utd,2024-2025,premier-league
joshua zirkzee,bayern munich,2022-2023,bundesliga
joshua zirkzee,bologna,2023-2024,serie-a
josip brekalo,fiorentina,2023-2024,serie-a
josip brekalo,fiorentina,2022-2023,serie-a
josip brekalo,fiorentina,2024-2025,serie-a
josip brekalo,wolfsburg,2022-2023,bundesliga
josip juranovic,union berlin,2022-2023,bundesliga
josip juranovic,union berlin,2023-2024,bundesliga
josip juranovic,union berlin,2024-2025,bundesliga
josip stanisic,bayern munich,2024-2025,bundesliga
josip stanisic,bayern munich,2022-2023,bundesliga
josip stanisic,leverkusen,2023-2024,bundesliga
josko gvardiol,manchester city,2024-2025,premier-league
josko gvardiol,manchester city,2023-2024,premier-league
josko gvardiol,rb leipzig,2022-2023,bundesliga
josue mbila,augsburg,2022-2023,bundesliga
josuha guilavogui,wolfsburg,2022-2023,bundesliga
josuha guilavogui,mainz,2023-2024,bundesliga
jota silva,nottham forest,2024-2025,premier-league
jovan milosevic,stuttgart,2023-2024,bundesliga
jrgen strand larsen,celta vigo,2022-2023,laliga
jrgen strand larsen,wolverhampton wanderers,2024-2025,premier-league
juan arango,girona,2023-2024,laliga
juan arango,girona,2024-2025,laliga
juan bernat,getafe,2024-2025,laliga
juan bernat,villarreal,2024-2025,laliga
juan berrocal,getafe,2024-2025,laliga
juan cabrera,augsburg,2024-2025,bundesliga
juan carlos,girona,2023-2024,laliga
juan carlos,girona,2022-2023,laliga
juan carlos,girona,2024-2025,laliga
juan cruz,osasuna,2023-2024,laliga
juan cruz,osasuna,2022-2023,laliga
juan cruz,osasuna,2024-2025,laliga
juan cruz,betis,2022-2023,laliga
juan cruz armada,hellas verona,2023-2024,serie-a
juan cruz armada,juventus,2024-2025,serie-a
juan cruz armada,hellas verona,2022-2023,serie-a
juan cuadrado,atalanta,2024-2025,serie-a
juan cuadrado,juventus,2022-2023,serie-a
juan cuadrado,inter,2023-2024,serie-a
juan foyth,villarreal,2023-2024,laliga
juan foyth,villarreal,2022-2023,laliga
juan foyth,villarreal,2024-2025,laliga
juan jesus,napoli,2024-2025,serie-a
juan jesus,napoli,2023-2024,serie-a
juan jesus,napoli,2022-2023,serie-a
juan miranda,betis,2022-2023,laliga
juan miranda,bologna,2024-2025,serie-a
juan musso,atalanta,2024-2025,serie-a
juan musso,atalanta,2022-2023,serie-a
juan musso,atalanta,2023-2024,serie-a
juan musso,atletico madrid,2024-2025,laliga
juan perea,hellas verona,2023-2024,serie-a
juan perea,osasuna,2022-2023,laliga
juan perea,stuttgart,2022-2023,bundesliga
juanlu sanchez,sevilla,2023-2024,laliga
juanlu sanchez,sevilla,2024-2025,laliga
juanmi,getafe,2024-2025,laliga
juanmi,betis,2024-2025,laliga
juanmi,betis,2022-2023,laliga
juanmi latasa,getafe,2023-2024,laliga
juanpe,girona,2022-2023,laliga
juanpe,elche,2022-2023,laliga
juanpe,rayo vallecano,2024-2025,laliga
juanpe,girona,2023-2024,laliga
juanpe,girona,2024-2025,laliga
jude bellingham,real madrid,2023-2024,laliga
jude bellingham,real madrid,2024-2025,laliga
jude bellingham,dortmund,2022-2023,bundesliga
julen agirrezabala,athletic bilbao,2022-2023,laliga
julen agirrezabala,athletic bilbao,2024-2025,laliga
julen agirrezabala,athletic bilbao,2023-2024,laliga
julen lartitegi,alaves,2024-2025,laliga
jules kounde,barcelona,2022-2023,laliga
jules kounde,barcelona,2024-2025,laliga
jules kounde,barcelona,2023-2024,laliga
julian alvarez,manchester city,2023-2024,premier-league
julian alvarez,atletico madrid,2024-2025,laliga
julian alvarez,manchester city,2022-2023,premier-league
julian araujo,bournemouth,2024-2025,premier-league
julian baumgartlinger,augsburg,2022-2023,bundesliga
julian baumgartlinger,koln,2022-2023,bundesliga
julian baumgartlinger,heidenheim,2024-2025,bundesliga
julian brandt,dortmund,2022-2023,bundesliga
julian brandt,dortmund,2023-2024,bundesliga
julian eyestone,brentford,2024-2025,premier-league
julian justvan,hoffenheim,2024-2025,bundesliga
julian malatini,werder bremen,2024-2025,bundesliga
julian malatini,werder bremen,2023-2024,bundesliga
julian ryerson,dortmund,2023-2024,bundesliga
julian ryerson,union berlin,2022-2023,bundesliga
julian ryerson,dortmund,2022-2023,bundesliga
julian weigl,gladbach,2022-2023,bundesliga
julian weigl,gladbach,2024-2025,bundesliga
julien duranville,dortmund,2022-2023,bundesliga
julien duranville,dortmund,2023-2024,bundesliga
julien yanda,fc st pauli,2024-2025,bundesliga
julio enciso,brighton,2024-2025,premier-league
julio enciso,brighton,2022-2023,premier-league
julio enciso,brighton,2023-2024,premier-league
julio soler,bournemouth,2024-2025,premier-league
junior adamu,freiburg,2024-2025,bundesliga
junior adamu,freiburg,2023-2024,bundesliga
junior ajayi,hellas verona,2024-2025,serie-a
junior ajayi,hellas verona,2023-2024,serie-a
junior dina ebimbe,eintracht frankfurt,2022-2023,bundesliga
junior dina ebimbe,eintracht frankfurt,2023-2024,bundesliga
junior dina ebimbe,villarreal,2024-2025,laliga
junior dina ebimbe,athletic bilbao,2022-2023,laliga
junior firpo,leeds united,2022-2023,premier-league
junior messias,genoa,2024-2025,serie-a
junior messias,genoa,2023-2024,serie-a
junior messias,milan,2022-2023,serie-a
junior stanislas,bournemouth,2022-2023,premier-league
jurgen ekkelenkamp,udinese,2024-2025,serie-a
jurrien timber,arsenal,2023-2024,premier-league
jurrien timber,arsenal,2024-2025,premier-league
justin devenny,crystal palace,2024-2025,premier-league
justin diehl,stuttgart,2024-2025,bundesliga
justin diehl,koln,2022-2023,bundesliga
justin diehl,koln,2023-2024,bundesliga
justin hubner,wolverhampton wanderers,2023-2024,premier-league
justin janitzek,bayern munich,2022-2023,bundesliga
justin kluivert,bournemouth,2023-2024,premier-league
justin kluivert,bournemouth,2024-2025,premier-league
justin kluivert,valencia,2022-2023,laliga
justin kluivert,hoffenheim,2022-2023,bundesliga
justin kumi,sassuolo,2023-2024,serie-a
justin njinmah,dortmund,2022-2023,bundesliga
justin njinmah,werder bremen,2023-2024,bundesliga
justin njinmah,werder bremen,2024-2025,bundesliga
justin smith,barcelona,2024-2025,laliga
kaan ayhan,sassuolo,2022-2023,serie-a
kacper urbanski,bologna,2022-2023,serie-a
kacper urbanski,bologna,2023-2024,serie-a
kacper urbanski,bologna,2024-2025,serie-a
kadan young,aston villa,2024-2025,premier-league
kadan young,aston villa,2023-2024,premier-league
kadan young,aston villa,2022-2023,premier-league
kaden braithwaite,manchester city,2024-2025,premier-league
kaden rodney,crystal palace,2024-2025,premier-league
kaden rodney,crystal palace,2022-2023,premier-league
kaden rodney,crystal palace,2023-2024,premier-league
kaelan casey,west ham,2022-2023,premier-league
kaelan casey,west ham,2024-2025,premier-league
kaelan casey,west ham,2023-2024,premier-league
kai havertz,arsenal,2024-2025,premier-league
kai havertz,chelsea,2022-2023,premier-league
kai havertz,arsenal,2023-2024,premier-league
kaide gordon,liverpool,2023-2024,premier-league
kaiden wilson,chelsea,2024-2025,premier-league
kaine keslerhayden,aston villa,2023-2024,premier-league
kaio jorge,juventus,2022-2023,serie-a
kaishu sano,mainz,2024-2025,bundesliga
kaito mizuta,mainz,2022-2023,bundesliga
kalidou koulibaly,chelsea,2022-2023,premier-league
kalvin phillips,manchester city,2022-2023,premier-league
kalvin phillips,manchester city,2023-2024,premier-league
kalvin phillips,manchester city,2024-2025,premier-league
kalvin phillips,west ham,2023-2024,premier-league
kamarai swyer,west ham,2023-2024,premier-league
kamarai swyer,west ham,2022-2023,premier-league
kamil grabara,wolfsburg,2024-2025,bundesliga
kaoru mitoma,brighton,2024-2025,premier-league
kaoru mitoma,brighton,2022-2023,premier-league
kaoru mitoma,brighton,2023-2024,premier-league
karim adeyemi,dortmund,2023-2024,bundesliga
karim adeyemi,dortmund,2022-2023,bundesliga
karim bellarabi,leverkusen,2022-2023,bundesliga
karim benzema,real madrid,2022-2023,laliga
karim coulibaly,werder bremen,2024-2025,bundesliga
karim onisiwo,mainz,2022-2023,bundesliga
karim onisiwo,mainz,2023-2024,bundesliga
karim onisiwo,mainz,2024-2025,bundesliga
karim rekik,sevilla,2022-2023,laliga
karim zedadka,napoli,2022-2023,serie-a
karim zedadka,napoli,2023-2024,serie-a
karl darlow,newcastle utd,2022-2023,premier-league
karl jakob hein,union berlin,2022-2023,bundesliga
karl jakob hein,union berlin,2023-2024,bundesliga
karl jakob hein,arsenal,2023-2024,premier-league
karl jakob hein,hoffenheim,2024-2025,bundesliga
karl jakob hein,arsenal,2022-2023,premier-league
karlson nwanege,hellas verona,2024-2025,serie-a
karol linetty,torino,2023-2024,serie-a
karol linetty,torino,2024-2025,serie-a
karol linetty,torino,2022-2023,serie-a
karol swiderski,hellas verona,2023-2024,serie-a
karol swiderski,fc st pauli,2024-2025,bundesliga
kasper dolberg,sevilla,2022-2023,laliga
kasper dolberg,hoffenheim,2022-2023,bundesliga
kastriot dermaku,lecce,2023-2024,serie-a
kaua santos,eintracht frankfurt,2023-2024,bundesliga
keane lewispotter,brentford,2024-2025,premier-league
keane lewispotter,brentford,2023-2024,premier-league
keane lewispotter,brentford,2022-2023,premier-league
keenan appiahforson,west ham,2022-2023,premier-league
keidi bare,barcelona,2022-2023,laliga
kein sato,werder bremen,2023-2024,bundesliga
keinan davis,aston villa,2022-2023,premier-league
keinan davis,udinese,2023-2024,serie-a
keinan davis,udinese,2024-2025,serie-a
keke maximilian topp,werder bremen,2024-2025,bundesliga
kelechi iheanacho,sevilla,2024-2025,laliga
kell watts,newcastle utd,2023-2024,premier-league
kell watts,newcastle utd,2022-2023,premier-league
kelvin yeboah,augsburg,2022-2023,bundesliga
ken izekor,leverkusen,2023-2024,bundesliga
kenan yldz,juventus,2024-2025,serie-a
kenan yldz,juventus,2023-2024,serie-a
kenneth schmidt,freiburg,2024-2025,bundesliga
kenneth schmidt,freiburg,2023-2024,bundesliga
kenneth schmidt,freiburg,2022-2023,bundesliga
kenneth soler,barcelona,2022-2023,laliga
kenny tete,fulham,2023-2024,premier-league
kenny tete,fulham,2024-2025,premier-league
kenny tete,fulham,2022-2023,premier-league
kepa arrizabalaga,real madrid,2023-2024,laliga
kepa arrizabalaga,chelsea,2022-2023,premier-league
kepa arrizabalaga,bournemouth,2024-2025,premier-league
kerem demirbay,leverkusen,2022-2023,bundesliga
kerim alajbegovic,leverkusen,2024-2025,bundesliga
keven schlotterbeck,freiburg,2022-2023,bundesliga
keven schlotterbeck,freiburg,2023-2024,bundesliga
keven schlotterbeck,augsburg,2024-2025,bundesliga
kevin akpoguma,hoffenheim,2022-2023,bundesliga
kevin akpoguma,hoffenheim,2024-2025,bundesliga
kevin behrens,union berlin,2023-2024,bundesliga
kevin behrens,wolfsburg,2023-2024,bundesliga
kevin behrens,wolfsburg,2024-2025,bundesliga
kevin behrens,union berlin,2022-2023,bundesliga
kevin bonifazi,lecce,2024-2025,serie-a
kevin bonifazi,bologna,2022-2023,serie-a
kevin bonifazi,bologna,2023-2024,serie-a
kevin bruno,sassuolo,2022-2023,serie-a
kevin danso,tottenham,2024-2025,premier-league
kevin de bruyne,manchester city,2024-2025,premier-league
kevin de bruyne,manchester city,2023-2024,premier-league
kevin de bruyne,manchester city,2022-2023,premier-league
kevin kampl,rb leipzig,2023-2024,bundesliga
kevin kampl,rb leipzig,2024-2025,bundesliga
kevin kampl,rb leipzig,2022-2023,bundesliga
kevin lasagna,hellas verona,2022-2023,serie-a
kevin mbabu,augsburg,2023-2024,bundesliga
kevin mbabu,fulham,2022-2023,premier-league
kevin mbabu,fulham,2023-2024,premier-league
kevin miranda,sassuolo,2023-2024,serie-a
kevin mohwald,union berlin,2022-2023,bundesliga
kevin muller,heidenheim,2023-2024,bundesliga
kevin muller,heidenheim,2024-2025,bundesliga
kevin paredes,wolfsburg,2022-2023,bundesliga
kevin paredes,wolfsburg,2024-2025,bundesliga
kevin paredes,wolfsburg,2023-2024,bundesliga
kevin schade,brentford,2023-2024,premier-league
kevin schade,brentford,2024-2025,premier-league
kevin schade,freiburg,2022-2023,bundesliga
kevin schade,brentford,2022-2023,premier-league
kevin sessa,heidenheim,2023-2024,bundesliga
kevin stoger,gladbach,2024-2025,bundesliga
kevin strootman,genoa,2023-2024,serie-a
kevin trapp,eintracht frankfurt,2022-2023,bundesliga
kevin trapp,eintracht frankfurt,2023-2024,bundesliga
kevin vazquez,celta vigo,2022-2023,laliga
kevin vogt,union berlin,2024-2025,bundesliga
kevin vogt,union berlin,2023-2024,bundesliga
kevin vogt,hoffenheim,2022-2023,bundesliga
kevin volland,union berlin,2024-2025,bundesliga
kevin volland,union berlin,2023-2024,bundesliga
kevin zeroli,milan,2023-2024,serie-a
keylor navas,nottham forest,2022-2023,premier-league
khayon edwards,arsenal,2022-2023,premier-league
khephren thuram,juventus,2024-2025,serie-a
khvicha kvaratskhelia,napoli,2024-2025,serie-a
khvicha kvaratskhelia,napoli,2022-2023,serie-a
khvicha kvaratskhelia,napoli,2023-2024,serie-a
kialonda,lecce,2024-2025,serie-a
kiano dyer,chelsea,2024-2025,premier-league
kiano dyer,chelsea,2023-2024,premier-league
kieffer moore,bournemouth,2023-2024,premier-league
kieffer moore,bournemouth,2022-2023,premier-league
kieran morrison,liverpool,2024-2025,premier-league
kieran tierney,arsenal,2023-2024,premier-league
kieran tierney,arsenal,2022-2023,premier-league
kieran tierney,arsenal,2024-2025,premier-league
kieran tierney,real sociedad,2023-2024,laliga
kieran trippier,newcastle utd,2022-2023,premier-league
kieran trippier,newcastle utd,2024-2025,premier-league
kieran trippier,newcastle utd,2023-2024,premier-league
kiernan dewsburyhall,chelsea,2024-2025,premier-league
kijana hoever,wolverhampton wanderers,2022-2023,premier-league
kijana hoever,wolverhampton wanderers,2023-2024,premier-league
kike,osasuna,2022-2023,laliga
kike,alaves,2024-2025,laliga
kike,alaves,2023-2024,laliga
kike barja,osasuna,2022-2023,laliga
kike barja,osasuna,2023-2024,laliga
kike barja,osasuna,2024-2025,laliga
kike perez,rayo vallecano,2023-2024,laliga
kike salas,sevilla,2023-2024,laliga
kike salas,sevilla,2022-2023,laliga
kike salas,sevilla,2024-2025,laliga
kiko femenia,villarreal,2023-2024,laliga
kiko femenia,villarreal,2024-2025,laliga
kiko femenia,villarreal,2022-2023,laliga
kilian fischer,wolfsburg,2024-2025,bundesliga
kilian fischer,wolfsburg,2022-2023,bundesliga
kilian fischer,wolfsburg,2023-2024,bundesliga
kiliann sildillia,freiburg,2022-2023,bundesliga
kiliann sildillia,freiburg,2024-2025,bundesliga
kiliann sildillia,freiburg,2023-2024,bundesliga
killian cahill,brighton,2024-2025,premier-league
killian phillips,crystal palace,2022-2023,premier-league
kim jisoo,brentford,2024-2025,premier-league
kim jisoo,brentford,2023-2024,premier-league
kim minjae,bayern munich,2024-2025,bundesliga
kim minjae,bayern munich,2023-2024,bundesliga
kim minjae,napoli,2022-2023,serie-a
kim minsu,girona,2024-2025,laliga
kimberly ezekwem,freiburg,2022-2023,bundesliga
kingsley coman,bayern munich,2024-2025,bundesliga
kingsley coman,bayern munich,2022-2023,bundesliga
kingsley coman,bayern munich,2023-2024,bundesliga
kingsley ehizibue,koln,2022-2023,bundesliga
kingsley ehizibue,udinese,2022-2023,serie-a
kingsley ehizibue,udinese,2023-2024,serie-a
kingsley ehizibue,udinese,2024-2025,serie-a
kingsley michael,bologna,2022-2023,serie-a
kingsley schindler,koln,2022-2023,bundesliga
kingstone mutandwa,cagliari,2023-2024,serie-a
kingstone mutandwa,cagliari,2024-2025,serie-a
kjellarik watjen,dortmund,2023-2024,bundesliga
ko itakura,gladbach,2022-2023,bundesliga
ko itakura,gladbach,2024-2025,bundesliga
koba koindredi,valencia,2022-2023,laliga
kobbie mainoo,manchester utd,2024-2025,premier-league
kobbie mainoo,manchester utd,2022-2023,premier-league
kobbie mainoo,manchester utd,2023-2024,premier-league
kobei moore,aston villa,2024-2025,premier-league
koen casteels,wolfsburg,2022-2023,bundesliga
koen casteels,wolfsburg,2023-2024,bundesliga
koffi djidji,torino,2023-2024,serie-a
koffi djidji,torino,2022-2023,serie-a
kofi amoako,wolfsburg,2023-2024,bundesliga
kofi balmer,crystal palace,2022-2023,premier-league
koke,atletico madrid,2023-2024,laliga
koke,atletico madrid,2024-2025,laliga
koke,atletico madrid,2022-2023,laliga
konan ndri,lecce,2024-2025,serie-a
koni de winter,genoa,2024-2025,serie-a
koni de winter,genoa,2023-2024,serie-a
konrad laimer,bayern munich,2024-2025,bundesliga
konrad laimer,rb leipzig,2022-2023,bundesliga
konrad laimer,bayern munich,2023-2024,bundesliga
konstantinos koulierakis,wolfsburg,2024-2025,bundesliga
konstantinos mavropanos,stuttgart,2023-2024,bundesliga
konstantinos mavropanos,stuttgart,2022-2023,bundesliga
konstantinos mavropanos,west ham,2023-2024,premier-league
konstantinos mavropanos,west ham,2024-2025,premier-league
konstantinos tsimikas,liverpool,2024-2025,premier-league
konstantinos tsimikas,liverpool,2023-2024,premier-league
konstantinos tsimikas,liverpool,2022-2023,premier-league
koray gunter,hellas verona,2022-2023,serie-a
koray gunter,hellas verona,2023-2024,serie-a
kortney hause,aston villa,2024-2025,premier-league
kortney hause,aston villa,2022-2023,premier-league
kortney hause,aston villa,2023-2024,premier-league
kosta nedeljkovic,aston villa,2024-2025,premier-league
kosta nedeljkovic,rb leipzig,2024-2025,bundesliga
krapyvtsov vladyslav,girona,2024-2025,laliga
kris moore,leeds united,2022-2023,premier-league
kristian pedersen,koln,2022-2023,bundesliga
kristian pedersen,koln,2023-2024,bundesliga
kristian sekularac,fulham,2022-2023,premier-league
kristian sekularac,fulham,2023-2024,premier-league
kristian thorstvedt,sassuolo,2023-2024,serie-a
kristian thorstvedt,sassuolo,2022-2023,serie-a
kristijan jakic,augsburg,2023-2024,bundesliga
kristijan jakic,eintracht frankfurt,2023-2024,bundesliga
kristijan jakic,eintracht frankfurt,2022-2023,bundesliga
kristijan jakic,augsburg,2024-2025,bundesliga
kristjan asllani,inter,2024-2025,serie-a
kristjan asllani,inter,2023-2024,serie-a
kristjan asllani,inter,2022-2023,serie-a
kristoffer ajer,brentford,2022-2023,premier-league
kristoffer ajer,brentford,2023-2024,premier-league
kristoffer ajer,brentford,2024-2025,premier-league
kristoffer klaesson,leeds united,2022-2023,premier-league
krisztian hegyi,west ham,2022-2023,premier-league
krisztofer horvath,torino,2024-2025,serie-a
kurt zouma,west ham,2023-2024,premier-league
kurt zouma,west ham,2022-2023,premier-league
kyle walker,manchester city,2024-2025,premier-league
kyle walker,manchester city,2022-2023,premier-league
kyle walker,manchester city,2023-2024,premier-league
kyle walkerpeters,everton,2022-2023,premier-league
kylian mbappe,real madrid,2024-2025,laliga
ladislav krejci,girona,2024-2025,laliga
lago junior,mallorca,2022-2023,laliga
lamare bogarde,aston villa,2022-2023,premier-league
lamare bogarde,aston villa,2024-2025,premier-league
lameck banda,lecce,2023-2024,serie-a
lameck banda,lecce,2024-2025,serie-a
lamine yamal,barcelona,2024-2025,laliga
lamine yamal,barcelona,2023-2024,laliga
