Player,Liga,Pos,Squad,Height,Value
christian kabasele,Serie A,Centre-Back,Udinese Calcio,1.87,700000.0
axel guessand,Serie A,Centre-Back,Udinese Calcio,1.92,400000.0
jordan zemura,Serie A,Left-Back,Udinese Calcio,1.73,4500000.0
hassane kamara,Serie A,Left-Back,Udinese Calcio,1.7,3500000.0
festy ebosele,Serie A,Right-Back,Udinese Calcio,1.8,4600000.0
kingsley ehizibue,Serie A,Right-Back,Udinese Calcio,1.89,2400000.0
goncalo esteves,Serie A,Right-Back,Udinese Calcio,1.76,500000.0
jesper karlstrom,Serie A,Defensive Midfield,Udinese Calcio,1.85,4000000.0
sandi lovric,Serie A,Central Midfield,Udinese Calcio,1.8,8500000.0
arthur atta,Serie A,Central Midfield,Udinese Calcio,1.89,8000000.0
jurgen ekkelenkamp,Serie A,Central Midfield,Udinese Calcio,1.88,7000000.0
martin payero,Serie A,Central Midfield,Udinese Calcio,1.82,5500000.0
oier zarraga,Serie A,Central Midfield,Udinese Calcio,1.75,2000000.0
rui modesto,Serie A,Right Midfield,Udinese Calcio,1.81,2000000.0
lazar samardzic,Serie A,Attacking Midfield,Udinese Calcio,1.84,17000000.0
simone pafundi,Serie A,Attacking Midfield,Udinese Calcio,1.66,5000000.0
david pejicic,Serie A,Attacking Midfield,Udinese Calcio,,1000000.0
florian thauvin,Serie A,Second Striker,Udinese Calcio,1.81,5000000.0
lorenzo lucca,Serie A,Centre-Forward,Udinese Calcio,2.01,22000000.0
brenner,Serie A,Centre-Forward,Udinese Calcio,1.75,4000000.0
keinan davis,Serie A,Centre-Forward,Udinese Calcio,1.89,3400000.0
damian pizarro,Serie A,Centre-Forward,Udinese Calcio,1.87,3200000.0
iker bravo,Serie A,Centre-Forward,Udinese Calcio,1.82,3000000.0
alexis sanchez,Serie A,Centre-Forward,Udinese Calcio,1.69,1500000.0
nicola leali,Serie A,Goalkeeper,Genoa CFC,1.93,1500000.0
pierluigi gollini,Serie A,Goalkeeper,Genoa CFC,1.94,1000000.0
benjamin siegrist,Serie A,Goalkeeper,Genoa CFC,1.96,650000.0
franz stolz,Serie A,Goalkeeper,Genoa CFC,1.93,250000.0
daniele sommariva,Serie A,Goalkeeper,Genoa CFC,1.85,100000.0
koni de winter,Serie A,Centre-Back,Genoa CFC,1.91,22000000.0
johan vasquez,Serie A,Centre-Back,Genoa CFC,1.85,14000000.0
alan matturro,Serie A,Centre-Back,Genoa CFC,1.89,7000000.0
alessandro vogliacco,Serie A,Centre-Back,Genoa CFC,1.86,2800000.0
alessandro marcandalli,Serie A,Centre-Back,Genoa CFC,1.9,2000000.0
sebastian otoa,Serie A,Centre-Back,Genoa CFC,1.98,2000000.0
mattia bani,Serie A,Centre-Back,Genoa CFC,1.88,1800000.0
matteo barbini,Serie A,Centre-Back,Genoa CFC,1.98,500000.0
tommaso pittino,Serie A,Centre-Back,Genoa CFC,1.89,150000.0
aaron martin,Serie A,Left-Back,Genoa CFC,1.78,6500000.0
honest ahanor,Serie A,Left-Back,Genoa CFC,1.84,5000000.0
alessandro zanoli,Serie A,Right-Back,Genoa CFC,1.88,6000000.0
brooke nortoncuffy,Serie A,Right-Back,Genoa CFC,1.81,3500000.0
stefano sabelli,Serie A,Right-Back,Genoa CFC,1.76,1400000.0
jean onana,Serie A,Defensive Midfield,Genoa CFC,1.89,1800000.0
emil bohinen,Serie A,Defensive Midfield,Genoa CFC,1.89,1500000.0
milan badelj,Serie A,Defensive Midfield,Genoa CFC,1.86,800000.0
morten frendrup,Serie A,Central Midfield,Genoa CFC,1.78,20000000.0
fabio miretti,Serie A,Central Midfield,Genoa CFC,1.8,14000000.0
patrizio masini,Serie A,Central Midfield,Genoa CFC,1.82,6000000.0
morten thorsby,Serie A,Central Midfield,Genoa CFC,1.88,3000000.0
lior kassa,Serie A,Central Midfield,Genoa CFC,1.85,1500000.0
filippo melegoni,Serie A,Central Midfield,Genoa CFC,1.86,700000.0
ruslan malinovskyi,Serie A,Attacking Midfield,Genoa CFC,1.81,2500000.0
christos papadopoulos,Serie A,Attacking Midfield,Genoa CFC,1.88,700000.0
gaston pereiro,Serie A,Attacking Midfield,Genoa CFC,1.88,500000.0
hugo cuenca,Serie A,Attacking Midfield,Genoa CFC,1.83,300000.0
filippo carbone,Serie A,Attacking Midfield,Genoa CFC,,200000.0
roberto scaglione,Serie A,Attacking Midfield,Genoa CFC,,
maxwel cornet,Serie A,Left Winger,Genoa CFC,1.79,8000000.0
federico accornero,Serie A,Left Winger,Genoa CFC,,400000.0
lysandros papastylianou,Serie A,Left Winger,Genoa CFC,1.87,50000.0
junior messias,Serie A,Right Winger,Genoa CFC,1.74,1500000.0
lorenzo venturino,Serie A,Right Winger,Genoa CFC,1.84,1500000.0
seydou fini,Serie A,Right Winger,Genoa CFC,1.78,1300000.0
andrea pinamonti,Serie A,Centre-Forward,Genoa CFC,1.85,15000000.0
vitinha,Serie A,Centre-Forward,Genoa CFC,1.78,8000000.0
jeff ekhator,Serie A,Centre-Forward,Genoa CFC,1.88,5000000.0
caleb ekuban,Serie A,Centre-Forward,Genoa CFC,1.82,1300000.0
david ankeye,Serie A,Centre-Forward,Genoa CFC,1.91,850000.0
mario balotelli,Serie A,Centre-Forward,Genoa CFC,1.89,500000.0
ifenna dorgu,Serie A,Centre-Forward,Genoa CFC,,300000.0
joi nuredini,Serie A,Centre-Forward,Genoa CFC,1.88,
zion suzuki,Serie A,Goalkeeper,Parma Calcio 1913,1.9,20000000.0
edoardo corvi,Serie A,Goalkeeper,Parma Calcio 1913,1.87,350000.0
leandro chichizola,Serie A,Goalkeeper,Parma Calcio 1913,1.85,250000.0
richard marcone,Serie A,Goalkeeper,Parma Calcio 1913,1.84,250000.0
manuel moretta,Serie A,Goalkeeper,Parma Calcio 1913,,10000.0
giovanni leoni,Serie A,Centre-Back,Parma Calcio 1913,1.96,18000000.0
alessandro circati,Serie A,Centre-Back,Parma Calcio 1913,1.9,8000000.0
alessandro vogliacco,Serie A,Centre-Back,Parma Calcio 1913,1.86,2800000.0
botond balogh,Serie A,Centre-Back,Parma Calcio 1913,1.89,2400000.0
yordan osorio,Serie A,Centre-Back,Parma Calcio 1913,1.89,1500000.0
lautaro valenti,Serie A,Centre-Back,Parma Calcio 1913,1.88,1500000.0
nicolas trabucchi,Serie A,Centre-Back,Parma Calcio 1913,,
mathias lvik,Serie A,Left-Back,Parma Calcio 1913,1.83,5000000.0
emanuele valeri,Serie A,Left-Back,Parma Calcio 1913,1.8,3000000.0
gianluca di chiara,Serie A,Left-Back,Parma Calcio 1913,1.86,250000.0
enrico delprato,Serie A,Right-Back,Parma Calcio 1913,1.83,6500000.0
woyo coulibaly,Serie A,Right-Back,Parma Calcio 1913,1.82,2000000.0
antoine hainaut,Serie A,Right-Back,Parma Calcio 1913,1.87,1000000.0
mandela keita,Serie A,Defensive Midfield,Parma Calcio 1913,1.8,12000000.0
nahuel estevez,Serie A,Defensive Midfield,Parma Calcio 1913,1.81,2000000.0
adrian bernabe,Serie A,Central Midfield,Parma Calcio 1913,1.74,15000000.0
simon sohm,Serie A,Central Midfield,Parma Calcio 1913,1.88,5000000.0
hernani,Serie A,Central Midfield,Parma Calcio 1913,1.88,1600000.0
drissa camara,Serie A,Central Midfield,Parma Calcio 1913,1.79,1500000.0
wylan cyprien,Serie A,Central Midfield,Parma Calcio 1913,1.8,300000.0
elia plicco,Serie A,Attacking Midfield,Parma Calcio 1913,,
jacob ondrejka,Serie A,Left Winger,Parma Calcio 1913,1.79,8000000.0
adrian benedyczak,Serie A,Left Winger,Parma Calcio 1913,1.91,4500000.0
valentin mihaila,Serie A,Left Winger,Parma Calcio 1913,1.8,3000000.0
dennis man,Serie A,Right Winger,Parma Calcio 1913,1.83,10000000.0
matteo cancellieri,Serie A,Right Winger,Parma Calcio 1913,1.85,4500000.0
pontus almqvist,Serie A,Right Winger,Parma Calcio 1913,1.83,2500000.0
anas haj mohamed,Serie A,Right Winger,Parma Calcio 1913,1.74,1800000.0
anthony partipilo,Serie A,Right Winger,Parma Calcio 1913,1.81,500000.0
mateusz kowalski,Serie A,Second Striker,Parma Calcio 1913,1.97,300000.0
angeyoan bonny,Serie A,Centre-Forward,Parma Calcio 1913,1.89,20000000.0
mateo pellegrino,Serie A,Centre-Forward,Parma Calcio 1913,1.92,6000000.0
milan djuric,Serie A,Centre-Forward,Parma Calcio 1913,1.99,1500000.0
gabriel charpentier,Serie A,Centre-Forward,Parma Calcio 1913,1.88,1300000.0
daniel mikolajewski,Serie A,Centre-Forward,Parma Calcio 1913,1.84,500000.0
wladimiro falcone,Serie A,Goalkeeper,US Lecce,1.95,3500000.0
christian fruchtl,Serie A,Goalkeeper,US Lecce,1.93,1300000.0
alexandru borbei,Serie A,Goalkeeper,US Lecce,1.91,100000.0
jasper samooja,Serie A,Goalkeeper,US Lecce,1.93,75000.0
federico baschirotto,Serie A,Centre-Back,US Lecce,1.87,3600000.0
kialonda gaspar,Serie A,Centre-Back,US Lecce,1.93,3500000.0
andy pelmard,Serie A,Centre-Back,US Lecce,1.81,2000000.0
gaby jean,Serie A,Centre-Back,US Lecce,1.91,2000000.0
tiago gabriel,Serie A,Centre-Back,US Lecce,1.94,1000000.0
kevin bonifazi,Serie A,Centre-Back,US Lecce,1.87,750000.0
elijah scott,Serie A,Centre-Back,US Lecce,,300000.0
cristian pehlivanov,Serie A,Centre-Back,US Lecce,1.97,200000.0
sebastian esposito,Serie A,Centre-Back,US Lecce,1.91,200000.0
patrick dorgu,Serie A,Left-Back,US Lecce,1.85,25000000.0
antonino gallo,Serie A,Left-Back,US Lecce,1.83,4300000.0
marco sala,Serie A,Left-Back,US Lecce,1.82,900000.0
vernon addo,Serie A,Left-Back,US Lecce,1.88,200000.0
valentin gendrey,Serie A,Right-Back,US Lecce,1.79,7000000.0
frederic guilbert,Serie A,Right-Back,US Lecce,1.78,2500000.0
danilo veiga,Serie A,Right-Back,US Lecce,1.83,1000000.0
ylber ramadani,Serie A,Defensive Midfield,US Lecce,1.85,1800000.0
balthazar pierret,Serie A,Defensive Midfield,US Lecce,1.86,1700000.0
thorir johann helgason,Serie A,Central Midfield,US Lecce,1.87,3000000.0
lassana coulibaly,Serie A,Central Midfield,US Lecce,1.83,2500000.0
mohamed kaba,Serie A,Central Midfield,US Lecce,1.85,2000000.0
medon berisha,Serie A,Central Midfield,US Lecce,1.86,1500000.0
hamza rafia,Serie A,Central Midfield,US Lecce,1.81,1400000.0
luis hasa,Serie A,Central Midfield,US Lecce,1.72,1000000.0
joan gonzalez,Serie A,Central Midfield,US Lecce,1.9,800000.0
ed mcjannet,Serie A,Central Midfield,US Lecce,1.83,150000.0
filip marchwinski,Serie A,Attacking Midfield,US Lecce,1.87,3000000.0
remi oudin,Serie A,Attacking Midfield,US Lecce,1.86,1500000.0
lameck banda,Serie A,Left Winger,US Lecce,1.69,4500000.0
jesper karlsson,Serie A,Left Winger,US Lecce,1.79,4000000.0
tete morente,Serie A,Left Winger,US Lecce,1.84,2000000.0
ante rebic,Serie A,Left Winger,US Lecce,1.85,1000000.0
nicola sansone,Serie A,Left Winger,US Lecce,1.74,400000.0
santiago pierotti,Serie A,Right Winger,US Lecce,1.89,4000000.0
konan ndri,Serie A,Right Winger,US Lecce,1.74,1400000.0
jeppe corfitzen,Serie A,Right Winger,US Lecce,1.79,250000.0
dario daka,Serie A,Right Winger,US Lecce,1.73,100000.0
nikola krstovic,Serie A,Centre-Forward,US Lecce,1.85,15000000.0
rares burnete,Serie A,Centre-Forward,US Lecce,1.85,700000.0
joel voelkerling persson,Serie A,Centre-Forward,US Lecce,1.94,300000.0
lorenzo montipo,Serie A,Goalkeeper,Hellas Verona,1.91,2000000.0
simone perilli,Serie A,Goalkeeper,Hellas Verona,1.96,400000.0
federico magro,Serie A,Goalkeeper,Hellas Verona,1.9,300000.0
alessandro berardi,Serie A,Goalkeeper,Hellas Verona,1.85,50000.0
diego coppola,Serie A,Centre-Back,Hellas Verona,1.93,10000000.0
nicolas valentini,Serie A,Centre-Back,Hellas Verona,1.87,6000000.0
daniele ghilardi,Serie A,Centre-Back,Hellas Verona,1.89,5000000.0
flavius daniliuc,Serie A,Centre-Back,Hellas Verona,1.88,2700000.0
pawe dawidowicz,Serie A,Centre-Back,Hellas Verona,1.89,2500000.0
tobias slotsager,Serie A,Centre-Back,Hellas Verona,1.9,2000000.0
giangiacomo magnani,Serie A,Centre-Back,Hellas Verona,1.92,1800000.0
luan patrick,Serie A,Centre-Back,Hellas Verona,1.9,1000000.0
yllan okou,Serie A,Centre-Back,Hellas Verona,1.89,800000.0
christian corradi,Serie A,Centre-Back,Hellas Verona,,700000.0
federico ceccherini,Serie A,Centre-Back,Hellas Verona,1.87,400000.0
karlson nwanege,Serie A,Centre-Back,Hellas Verona,1.86,200000.0
domagoj bradaric,Serie A,Left-Back,Hellas Verona,1.78,4000000.0
martin frese,Serie A,Left-Back,Hellas Verona,1.79,2000000.0
jackson tchatchoua,Serie A,Right-Back,Hellas Verona,1.8,8000000.0
davide faraoni,Serie A,Right-Back,Hellas Verona,1.8,800000.0
daniel oyegoke,Serie A,Right-Back,Hellas Verona,1.88,500000.0
reda belahyane,Serie A,Defensive Midfield,Hellas Verona,1.73,10000000.0
dani silva,Serie A,Defensive Midfield,Hellas Verona,1.8,2500000.0
cheikh niasse,Serie A,Defensive Midfield,Hellas Verona,1.88,2500000.0
suat serdar,Serie A,Central Midfield,Hellas Verona,1.84,4500000.0
ondrej duda,Serie A,Central Midfield,Hellas Verona,1.8,3500000.0
antoine bernede,Serie A,Central Midfield,Hellas Verona,1.78,2500000.0
abdou harroui,Serie A,Central Midfield,Hellas Verona,1.82,1800000.0
darko lazovic,Serie A,Left Midfield,Hellas Verona,1.81,800000.0
tomas suslov,Serie A,Attacking Midfield,Hellas Verona,1.74,6000000.0
ayanda sishuba,Serie A,Attacking Midfield,Hellas Verona,1.69,1500000.0
grigoris kastanos,Serie A,Attacking Midfield,Hellas Verona,1.79,1500000.0
alphadjo cisse,Serie A,Attacking Midfield,Hellas Verona,1.81,1000000.0
stefan mitrovic,Serie A,Left Winger,Hellas Verona,1.82,1500000.0
faride alidou,Serie A,Left Winger,Hellas Verona,1.86,1000000.0
elayis tavsan,Serie A,Right Winger,Hellas Verona,1.83,1200000.0
casper tengstedt,Serie A,Centre-Forward,Hellas Verona,1.84,6000000.0
amin sarr,Serie A,Centre-Forward,Hellas Verona,1.88,5000000.0
daniel mosquera,Serie A,Centre-Forward,Hellas Verona,1.8,1500000.0
mathis lambourde,Serie A,Centre-Forward,Hellas Verona,1.79,800000.0
dailon rocha livramento,Serie A,Centre-Forward,Hellas Verona,1.85,800000.0
junior ajayi,Serie A,Centre-Forward,Hellas Verona,1.85,300000.0
elia caprile,Serie A,Goalkeeper,Cagliari Calcio,1.91,9000000.0
simone scuffet,Serie A,Goalkeeper,Cagliari Calcio,1.93,2000000.0
alen sherri,Serie A,Goalkeeper,Cagliari Calcio,1.97,1000000.0
velizariliya iliev,Serie A,Goalkeeper,Cagliari Calcio,1.94,200000.0
giuseppe ciocci,Serie A,Goalkeeper,Cagliari Calcio,1.93,100000.0
henrijs auseklis,Serie A,Goalkeeper,Cagliari Calcio,1.96,75000.0
sebastiano luperto,Serie A,Centre-Back,Cagliari Calcio,1.91,4000000.0
pantelis hatzidiakos,Serie A,Centre-Back,Cagliari Calcio,1.85,3200000.0
yerry mina,Serie A,Centre-Back,Cagliari Calcio,1.95,3000000.0
adam obert,Serie A,Centre-Back,Cagliari Calcio,1.88,3000000.0
mateusz wieteska,Serie A,Centre-Back,Cagliari Calcio,1.87,2000000.0
jose luis palomino,Serie A,Centre-Back,Cagliari Calcio,1.88,700000.0
nicola pintus,Serie A,Centre-Back,Cagliari Calcio,1.89,400000.0
andrea cogoni,Serie A,Centre-Back,Cagliari Calcio,,400000.0
tommaso augello,Serie A,Left-Back,Cagliari Calcio,1.8,1800000.0
paulo azzi,Serie A,Left-Back,Cagliari Calcio,1.88,800000.0
gabriele zappa,Serie A,Right-Back,Cagliari Calcio,1.87,4000000.0
alessandro di pardo,Serie A,Right-Back,Cagliari Calcio,1.82,800000.0
matteo prati,Serie A,Defensive Midfield,Cagliari Calcio,1.85,6000000.0
razvan marin,Serie A,Defensive Midfield,Cagliari Calcio,1.78,3500000.0
antoine makoumbou,Serie A,Defensive Midfield,Cagliari Calcio,1.87,3500000.0
michel adopo,Serie A,Central Midfield,Cagliari Calcio,1.87,4000000.0
alessandro deiola,Serie A,Central Midfield,Cagliari Calcio,1.9,1600000.0
nadir zortea,Serie A,Right Midfield,Cagliari Calcio,1.87,5000000.0
jakub jankto,Serie A,Left Midfield,Cagliari Calcio,1.84,800000.0
gianluca gaetano,Serie A,Attacking Midfield,Cagliari Calcio,1.83,4000000.0
nicolas viola,Serie A,Attacking Midfield,Cagliari Calcio,1.8,1000000.0
gaston pereiro,Serie A,Attacking Midfield,Cagliari Calcio,1.88,500000.0
florinel coman,Serie A,Left Winger,Cagliari Calcio,1.82,5000000.0
mattia felici,Serie A,Left Winger,Cagliari Calcio,1.82,2800000.0
alessandro vinciguerra,Serie A,Left Winger,Cagliari Calcio,1.67,400000.0
roberto piccoli,Serie A,Centre-Forward,Cagliari Calcio,1.9,12000000.0
zito luvumbo,Serie A,Centre-Forward,Cagliari Calcio,1.71,5000000.0
gianluca lapadula,Serie A,Centre-Forward,Cagliari Calcio,1.78,750000.0
leonardo pavoletti,Serie A,Centre-Forward,Cagliari Calcio,1.88,700000.0
kingstone mutandwa,Serie A,Centre-Forward,Cagliari Calcio,1.8,600000.0
gianluigi donnarumma,Ligue 1,Goalkeeper,Paris Saint-Germain,1.96,40000000.0
matvey safonov,Ligue 1,Goalkeeper,Paris Saint-Germain,1.92,20000000.0
arnau tenas,Ligue 1,Goalkeeper,Paris Saint-Germain,1.85,3000000.0
louis mouquet,Ligue 1,Goalkeeper,Paris Saint-Germain,1.87,
willian pacho,Ligue 1,Centre-Back,Paris Saint-Germain,1.87,65000000.0
marquinhos,Ligue 1,Centre-Back,Paris Saint-Germain,1.83,35000000.0
lucas beraldo,Ligue 1,Centre-Back,Paris Saint-Germain,1.86,25000000.0
milan skriniar,Ligue 1,Centre-Back,Paris Saint-Germain,1.88,15000000.0
presnel kimpembe,Ligue 1,Centre-Back,Paris Saint-Germain,1.83,5000000.0
axel tape,Ligue 1,Centre-Back,Paris Saint-Germain,1.8,2000000.0
noham kamara,Ligue 1,Centre-Back,Paris Saint-Germain,1.83,500000.0
naoufel el hannach,Ligue 1,Centre-Back,Paris Saint-Germain,1.83,
nuno mendes,Ligue 1,Left-Back,Paris Saint-Germain,1.8,70000000.0
lucas hernandez,Ligue 1,Left-Back,Paris Saint-Germain,1.84,25000000.0
achraf hakimi,Ligue 1,Right-Back,Paris Saint-Germain,1.81,80000000.0
yoram zague,Ligue 1,Right-Back,Paris Saint-Germain,1.68,2500000.0
gabriel moscardo,Ligue 1,Defensive Midfield,Paris Saint-Germain,1.85,8000000.0
vitinha,Ligue 1,Central Midfield,Paris Saint-Germain,1.72,80000000.0
joao neves,Ligue 1,Central Midfield,Paris Saint-Germain,1.74,80000000.0
warren zaireemery,Ligue 1,Central Midfield,Paris Saint-Germain,1.78,55000000.0
fabian ruiz,Ligue 1,Central Midfield,Paris Saint-Germain,1.89,40000000.0
carlos soler,Ligue 1,Central Midfield,Paris Saint-Germain,1.8,18000000.0
senny mayulu,Ligue 1,Central Midfield,Paris Saint-Germain,1.83,15000000.0
marco asensio,Ligue 1,Attacking Midfield,Paris Saint-Germain,1.82,20000000.0
wassim slama,Ligue 1,Attacking Midfield,Paris Saint-Germain,,
khvicha kvaratskhelia,Ligue 1,Left Winger,Paris Saint-Germain,1.83,90000000.0
bradley barcola,Ligue 1,Left Winger,Paris Saint-Germain,1.82,70000000.0
quentin ndjantou,Ligue 1,Left Winger,Paris Saint-Germain,,
ousmane dembele,Ligue 1,Right Winger,Paris Saint-Germain,1.78,90000000.0
desire doue,Ligue 1,Right Winger,Paris Saint-Germain,1.81,90000000.0
kangin lee,Ligue 1,Right Winger,Paris Saint-Germain,1.74,25000000.0
ibrahim mbaye,Ligue 1,Right Winger,Paris Saint-Germain,1.75,3000000.0
goncalo ramos,Ligue 1,Centre-Forward,Paris Saint-Germain,1.85,40000000.0
randal kolo muani,Ligue 1,Centre-Forward,Paris Saint-Germain,1.87,30000000.0
radoslaw majecki,Ligue 1,Goalkeeper,AS Monaco,1.93,6000000.0
philipp kohn,Ligue 1,Goalkeeper,AS Monaco,1.9,5000000.0
jules stawiecki,Ligue 1,Goalkeeper,AS Monaco,1.86,200000.0
yann lienard,Ligue 1,Goalkeeper,AS Monaco,1.94,100000.0
wilfried singo,Ligue 1,Centre-Back,AS Monaco,1.9,25000000.0
thilo kehrer,Ligue 1,Centre-Back,AS Monaco,1.86,20000000.0
christian mawissa,Ligue 1,Centre-Back,AS Monaco,1.84,15000000.0
mohammed salisu,Ligue 1,Centre-Back,AS Monaco,1.88,12000000.0
guillermo maripan,Ligue 1,Centre-Back,AS Monaco,1.93,4000000.0
bradel kiwa,Ligue 1,Centre-Back,AS Monaco,1.91,
caio henrique,Ligue 1,Left-Back,AS Monaco,1.78,15000000.0
ismail jakobs,Ligue 1,Left-Back,AS Monaco,1.84,7000000.0
kassoum ouattara,Ligue 1,Left-Back,AS Monaco,1.76,7000000.0
vanderson,Ligue 1,Right-Back,AS Monaco,1.73,20000000.0
jordan teze,Ligue 1,Right-Back,AS Monaco,1.83,9000000.0
denis zakaria,Ligue 1,Defensive Midfield,AS Monaco,1.9,30000000.0
soungoutou magassa,Ligue 1,Defensive Midfield,AS Monaco,1.9,12000000.0
moatasem almusrati,Ligue 1,Defensive Midfield,AS Monaco,1.89,8000000.0
aladji bamba,Ligue 1,Defensive Midfield,AS Monaco,,
samuel nibombe,Ligue 1,Defensive Midfield,AS Monaco,1.98,
lamine camara,Ligue 1,Central Midfield,AS Monaco,1.73,22000000.0
eliot matazo,Ligue 1,Central Midfield,AS Monaco,1.7,2000000.0
edan diop,Ligue 1,Central Midfield,AS Monaco,1.85,600000.0
mamadou coulibaly,Ligue 1,Central Midfield,AS Monaco,,200000.0
mayssam benama,Ligue 1,Central Midfield,AS Monaco,1.77,150000.0
aleksandr golovin,Ligue 1,Attacking Midfield,AS Monaco,1.78,20000000.0
saimon bouabre,Ligue 1,Attacking Midfield,AS Monaco,1.74,300000.0
eliesse ben seghir,Ligue 1,Left Winger,AS Monaco,1.78,28000000.0
takumi minamino,Ligue 1,Left Winger,AS Monaco,1.72,15000000.0
lucas michal,Ligue 1,Left Winger,AS Monaco,,500000.0
maghnes akliouche,Ligue 1,Right Winger,AS Monaco,1.83,45000000.0
krepin diatta,Ligue 1,Right Winger,AS Monaco,1.75,7000000.0
mika biereth,Ligue 1,Centre-Forward,AS Monaco,1.87,30000000.0
folarin balogun,Ligue 1,Centre-Forward,AS Monaco,1.78,18000000.0
george ilenikhena,Ligue 1,Centre-Forward,AS Monaco,1.85,15000000.0
breel embolo,Ligue 1,Centre-Forward,AS Monaco,1.87,12000000.0
joan tincres,Ligue 1,Centre-Forward,AS Monaco,1.82,100000.0
geronimo rulli,Ligue 1,Goalkeeper,Olympique Marseille,1.89,8000000.0
jeffrey de lange,Ligue 1,Goalkeeper,Olympique Marseille,1.9,2000000.0
ruben blanco,Ligue 1,Goalkeeper,Olympique Marseille,1.88,1000000.0
jelle van neck,Ligue 1,Goalkeeper,Olympique Marseille,1.91,50000.0
leonardo balerdi,Ligue 1,Centre-Back,Olympique Marseille,1.87,20000000.0
lilian brassier,Ligue 1,Centre-Back,Olympique Marseille,1.86,10000000.0
luiz felipe,Ligue 1,Centre-Back,Olympique Marseille,1.87,5000000.0
derek cornelius,Ligue 1,Centre-Back,Olympique Marseille,1.87,5000000.0
bamo meite,Ligue 1,Centre-Back,Olympique Marseille,1.84,4000000.0
chancel mbemba,Ligue 1,Centre-Back,Olympique Marseille,1.82,2000000.0
roggerio nyakossi,Ligue 1,Centre-Back,Olympique Marseille,1.94,500000.0
rony mimb baheng,Ligue 1,Centre-Back,Olympique Marseille,1.88,
quentin merlin,Ligue 1,Left-Back,Olympique Marseille,1.74,15000000.0
ulisses garcia,Ligue 1,Left-Back,Olympique Marseille,1.82,5000000.0
alexi koum,Ligue 1,Left-Back,Olympique Marseille,1.8,100000.0
amar dedic,Ligue 1,Right-Back,Olympique Marseille,1.8,12000000.0
amir murillo,Ligue 1,Right-Back,Olympique Marseille,1.84,10000000.0
pol lirola,Ligue 1,Right-Back,Olympique Marseille,1.83,4000000.0
pierreemile hjbjerg,Ligue 1,Defensive Midfield,Olympique Marseille,1.85,20000000.0
ismael bennacer,Ligue 1,Defensive Midfield,Olympique Marseille,1.75,15000000.0
geoffrey kondogbia,Ligue 1,Defensive Midfield,Olympique Marseille,1.88,7000000.0
adrien rabiot,Ligue 1,Central Midfield,Olympique Marseille,1.91,25000000.0
ismael kone,Ligue 1,Central Midfield,Olympique Marseille,1.88,9000000.0
valentin rongier,Ligue 1,Central Midfield,Olympique Marseille,1.73,9000000.0
bilal nadir,Ligue 1,Central Midfield,Olympique Marseille,1.79,5000000.0
gael lafont,Ligue 1,Central Midfield,Olympique Marseille,1.78,
luis henrique,Ligue 1,Right Midfield,Olympique Marseille,1.81,25000000.0
valentin carboni,Ligue 1,Attacking Midfield,Olympique Marseille,1.85,12000000.0
amine harit,Ligue 1,Attacking Midfield,Olympique Marseille,1.8,8000000.0
darryl bakola,Ligue 1,Attacking Midfield,Olympique Marseille,1.78,200000.0
jonathan rowe,Ligue 1,Left Winger,Olympique Marseille,1.73,12000000.0
enzo sternal,Ligue 1,Left Winger,Olympique Marseille,1.74,1500000.0
salim ben seghir,Ligue 1,Left Winger,Olympique Marseille,1.77,400000.0
mason greenwood,Ligue 1,Right Winger,Olympique Marseille,1.81,40000000.0
keyliane abdallah,Ligue 1,Right Winger,Olympique Marseille,1.85,100000.0
amine gouiri,Ligue 1,Centre-Forward,Olympique Marseille,1.81,30000000.0
elye wahi,Ligue 1,Centre-Forward,Olympique Marseille,1.84,22000000.0
neal maupay,Ligue 1,Centre-Forward,Olympique Marseille,1.71,8000000.0
faris moumbagna,Ligue 1,Centre-Forward,Olympique Marseille,1.85,5000000.0
robinio vaz,Ligue 1,Centre-Forward,Olympique Marseille,1.85,150000.0
lucas chevalier,Ligue 1,Goalkeeper,LOSC Lille,1.89,30000000.0
lisandru olmeta,Ligue 1,Goalkeeper,LOSC Lille,1.9,150000.0
vito mannone,Ligue 1,Goalkeeper,LOSC Lille,1.88,150000.0
marcaurele caillard,Ligue 1,Goalkeeper,LOSC Lille,1.92,100000.0
bafode diakite,Ligue 1,Centre-Back,LOSC Lille,1.84,28000000.0
alexsandro,Ligue 1,Centre-Back,LOSC Lille,1.91,20000000.0
samuel umtiti,Ligue 1,Centre-Back,LOSC Lille,1.82,1500000.0
aissa mandi,Ligue 1,Centre-Back,LOSC Lille,1.86,1200000.0
rafael fernandes,Ligue 1,Centre-Back,LOSC Lille,1.91,1000000.0
ousmane toure,Ligue 1,Centre-Back,LOSC Lille,1.87,500000.0
isaac cossier,Ligue 1,Centre-Back,LOSC Lille,1.93,
gabriel gudmundsson,Ligue 1,Left-Back,LOSC Lille,1.8,7000000.0
mitchel bakker,Ligue 1,Left-Back,LOSC Lille,1.89,7000000.0
ismaily,Ligue 1,Left-Back,LOSC Lille,1.77,1200000.0
vincent burlet,Ligue 1,Left-Back,LOSC Lille,1.8,600000.0
tiago santos,Ligue 1,Right-Back,LOSC Lille,1.75,15000000.0
thomas meunier,Ligue 1,Right-Back,LOSC Lille,1.91,2000000.0
