Player,Liga,Season,Pos,Squad,Height,Value
brice samba,Ligue-1,2024-2025,Goalkeeper,stade rennais fc,1.87,12000000.0
dogan alemdar,Ligue-1,2024-2025,Goalkeeper,stade rennais fc,1.92,1500000.0
gauthier gallon,Ligue-1,2024-2025,Goalkeeper,stade rennais fc,1.87,800000.0
steve mandanda,Ligue-1,2024-2025,Goalkeeper,stade rennais fc,1.87,500000.0
geoffrey lembet,Ligue-1,2024-2025,Goalkeeper,stade rennais fc,1.86,100000.0
leo stigard,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.83,10000000.0
lilian brassier,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.86,10000000.0
anthony rouault,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.86,10000000.0
jeremy jacquet,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.9,10000000.0
alidu seidu,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.73,9000000.0
christopher wooh,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.91,6000000.0
mikayil faye,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.83,6000000.0
warmed omari,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.88,3000000.0
abdelhamid ait boudlal,Ligue-1,2024-2025,Centre-Back,stade rennais fc,1.9,500000.0
adrien truffert,Ligue-1,2024-2025,Left-Back,stade rennais fc,1.76,15000000.0
mahamadou nagida,Ligue-1,2024-2025,Left-Back,stade rennais fc,1.76,800000.0
lorenz assignon,Ligue-1,2024-2025,Right-Back,stade rennais fc,1.81,9000000.0
hans hateboer,Ligue-1,2024-2025,Right-Back,stade rennais fc,1.87,2500000.0
azor matusiwa,Ligue-1,2024-2025,Defensive Midfield,stade rennais fc,1.73,8000000.0
baptiste santamaria,Ligue-1,2024-2025,Defensive Midfield,stade rennais fc,1.83,7000000.0
seko fofana,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.85,10000000.0
ismael kone,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.88,9000000.0
jordan james,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.82,8000000.0
djaoui cisse,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.88,8000000.0
benjamin bourigeaud,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.78,7000000.0
glen kamara,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.78,5000000.0
naouirou ahamada,Ligue-1,2024-2025,Central Midfield,stade rennais fc,1.83,3500000.0
joelemmanuel coulibaly,Ligue-1,2024-2025,Central Midfield,stade rennais fc,,
albert grnbk,Ligue-1,2024-2025,Attacking Midfield,stade rennais fc,1.81,11000000.0
ayanda sishuba,Ligue-1,2024-2025,Attacking Midfield,stade rennais fc,1.69,1500000.0
henrick do marcolino,Ligue-1,2024-2025,Attacking Midfield,stade rennais fc,,
jota,Ligue-1,2024-2025,Left Winger,stade rennais fc,1.76,8000000.0
kazeem olaigbe,Ligue-1,2024-2025,Left Winger,stade rennais fc,1.78,5000000.0
ludovic blas,Ligue-1,2024-2025,Right Winger,stade rennais fc,1.8,18000000.0
mousa tamari,Ligue-1,2024-2025,Right Winger,stade rennais fc,1.78,6000000.0
andres gomez,Ligue-1,2024-2025,Right Winger,stade rennais fc,1.71,4000000.0
amine gouiri,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.81,30000000.0
arnaud kalimuendo,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.75,22000000.0
kyogo furuhashi,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.7,9000000.0
kader meite,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.92,5000000.0
henrik meister,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.92,2800000.0
alan do marcolino,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.94,100000.0
wilson samake,Ligue-1,2024-2025,Centre-Forward,stade rennais fc,1.82,100000.0
marcin bulka,Ligue-1,2024-2025,Goalkeeper,ogc nice,1.99,20000000.0
maxime dupe,Ligue-1,2024-2025,Goalkeeper,ogc nice,1.88,900000.0
teddy boulhendi,Ligue-1,2024-2025,Goalkeeper,ogc nice,1.85,50000.0
bartosz zelazowski,Ligue-1,2024-2025,Goalkeeper,ogc nice,1.93,
youssouf ndayishimiye,Ligue-1,2024-2025,Centre-Back,ogc nice,1.83,12000000.0
moise bombito,Ligue-1,2024-2025,Centre-Back,ogc nice,1.9,10000000.0
mohamed abdelmonem,Ligue-1,2024-2025,Centre-Back,ogc nice,1.83,4000000.0
dante,Ligue-1,2024-2025,Centre-Back,ogc nice,1.88,500000.0
amidou doumbouya,Ligue-1,2024-2025,Centre-Back,ogc nice,1.82,200000.0
laurenzo monteiro,Ligue-1,2024-2025,Centre-Back,ogc nice,1.85,
melvin bard,Ligue-1,2024-2025,Left-Back,ogc nice,1.73,15000000.0
ali abdi,Ligue-1,2024-2025,Left-Back,ogc nice,1.83,3000000.0
yael nandjou,Ligue-1,2024-2025,Left-Back,ogc nice,1.85,150000.0
iliesse salhi,Ligue-1,2024-2025,Left-Back,ogc nice,,50000.0
mousslim youssouf,Ligue-1,2024-2025,Left-Back,ogc nice,1.66,
jordan lotomba,Ligue-1,2024-2025,Right-Back,ogc nice,1.77,6500000.0
jonathan clauss,Ligue-1,2024-2025,Right-Back,ogc nice,1.78,5000000.0
antoine mendy,Ligue-1,2024-2025,Right-Back,ogc nice,1.87,2500000.0
pablo rosario,Ligue-1,2024-2025,Defensive Midfield,ogc nice,1.88,8000000.0
baptiste santamaria,Ligue-1,2024-2025,Defensive Midfield,ogc nice,1.83,7000000.0
everton,Ligue-1,2024-2025,Defensive Midfield,ogc nice,,
hicham boudaoui,Ligue-1,2024-2025,Central Midfield,ogc nice,1.75,15000000.0
tanguy ndombele,Ligue-1,2024-2025,Central Midfield,ogc nice,1.81,7000000.0
morgan sanson,Ligue-1,2024-2025,Central Midfield,ogc nice,1.8,5000000.0
daouda traore,Ligue-1,2024-2025,Central Midfield,ogc nice,1.88,250000.0
issiaga camara,Ligue-1,2024-2025,Central Midfield,ogc nice,1.7,200000.0
djibril coulibaly,Ligue-1,2024-2025,Central Midfield,ogc nice,1.73,
tom louchet,Ligue-1,2024-2025,Right Midfield,ogc nice,1.78,2500000.0
rares ilie,Ligue-1,2024-2025,Attacking Midfield,ogc nice,1.86,1800000.0
jeremie boga,Ligue-1,2024-2025,Left Winger,ogc nice,1.72,10000000.0
sofiane diop,Ligue-1,2024-2025,Left Winger,ogc nice,1.75,10000000.0
mohamedali cho,Ligue-1,2024-2025,Right Winger,ogc nice,1.82,15000000.0
badredine bouanani,Ligue-1,2024-2025,Right Winger,ogc nice,1.77,7000000.0
billal brahimi,Ligue-1,2024-2025,Right Winger,ogc nice,1.83,1800000.0
evann guessand,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.88,25000000.0
terem moffi,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.88,15000000.0
youssoufa moukoko,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.79,10000000.0
gaetan laborde,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.81,6000000.0
victor orakpo,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.94,400000.0
fares bousnina,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.83,150000.0
bernard nguene,Ligue-1,2024-2025,Centre-Forward,ogc nice,1.78,100000.0
brice samba,Ligue-1,2024-2025,Goalkeeper,rc lens,1.87,12000000.0
mathew ryan,Ligue-1,2024-2025,Goalkeeper,rc lens,1.84,2500000.0
herve koffi,Ligue-1,2024-2025,Goalkeeper,rc lens,1.86,1200000.0
denis petric,Ligue-1,2024-2025,Goalkeeper,rc lens,1.86,100000.0
roman karolewicz,Ligue-1,2024-2025,Goalkeeper,rc lens,,
adam delplace,Ligue-1,2024-2025,Goalkeeper,rc lens,,
ilan jourdren,Ligue-1,2024-2025,Goalkeeper,rc lens,1.88,
abdukodir khusanov,Ligue-1,2024-2025,Centre-Back,rc lens,1.86,35000000.0
kevin danso,Ligue-1,2024-2025,Centre-Back,rc lens,1.9,25000000.0
facundo medina,Ligue-1,2024-2025,Centre-Back,rc lens,1.84,25000000.0
juma bah,Ligue-1,2024-2025,Centre-Back,rc lens,1.95,6000000.0
malang sarr,Ligue-1,2024-2025,Centre-Back,rc lens,1.83,5000000.0
jonathan gradit,Ligue-1,2024-2025,Centre-Back,rc lens,1.8,4000000.0
nidal celik,Ligue-1,2024-2025,Centre-Back,rc lens,1.92,1800000.0
ismaelo ganiou,Ligue-1,2024-2025,Centre-Back,rc lens,1.85,1000000.0
kyllian antonio,Ligue-1,2024-2025,Centre-Back,rc lens,1.83,300000.0
souleymane sagnan,Ligue-1,2024-2025,Centre-Back,rc lens,1.87,
jhoanner chavez,Ligue-1,2024-2025,Left-Back,rc lens,1.82,3500000.0
deiver machado,Ligue-1,2024-2025,Left-Back,rc lens,1.8,3000000.0
massadio haidara,Ligue-1,2024-2025,Left-Back,rc lens,1.79,1500000.0
oscar lenne,Ligue-1,2024-2025,Left-Back,rc lens,,
przemyslaw frankowski,Ligue-1,2024-2025,Right-Back,rc lens,1.75,7000000.0
ruben aguilar,Ligue-1,2024-2025,Right-Back,rc lens,1.72,3500000.0
tom pouilly,Ligue-1,2024-2025,Right-Back,rc lens,1.8,800000.0
hamzat ojediran,Ligue-1,2024-2025,Defensive Midfield,rc lens,1.8,1800000.0
nampalys mendy,Ligue-1,2024-2025,Defensive Midfield,rc lens,1.68,1800000.0
andy diouf,Ligue-1,2024-2025,Central Midfield,rc lens,1.87,15000000.0
neil el aynaoui,Ligue-1,2024-2025,Central Midfield,rc lens,1.85,15000000.0
david da costa,Ligue-1,2024-2025,Attacking Midfield,rc lens,1.68,6000000.0
angelo fulgini,Ligue-1,2024-2025,Attacking Midfield,rc lens,1.82,5000000.0
adrien thomasson,Ligue-1,2024-2025,Attacking Midfield,rc lens,1.75,5000000.0
anass zaroury,Ligue-1,2024-2025,Left Winger,rc lens,1.76,8000000.0
kembo diliwidi,Ligue-1,2024-2025,Left Winger,rc lens,1.8,50000.0
jeremy agbonifo,Ligue-1,2024-2025,Right Winger,rc lens,1.78,5000000.0
herve boua die,Ligue-1,2024-2025,Right Winger,rc lens,,
mbala nzola,Ligue-1,2024-2025,Centre-Forward,rc lens,1.85,6000000.0
martin satriano,Ligue-1,2024-2025,Centre-Forward,rc lens,1.87,5000000.0
wesley said,Ligue-1,2024-2025,Centre-Forward,rc lens,1.71,3000000.0
goduine koyalipou,Ligue-1,2024-2025,Centre-Forward,rc lens,1.84,2500000.0
florian sotoca,Ligue-1,2024-2025,Centre-Forward,rc lens,1.87,2000000.0
remy labeau lascary,Ligue-1,2024-2025,Centre-Forward,rc lens,1.84,2000000.0
rayan fofana,Ligue-1,2024-2025,Centre-Forward,rc lens,1.8,50000.0
gabin capuano,Ligue-1,2024-2025,Centre-Forward,rc lens,,50000.0
yehvann diouf,Ligue-1,2024-2025,Goalkeeper,stade reims,1.88,12000000.0
alexandre olliero,Ligue-1,2024-2025,Goalkeeper,stade reims,1.93,200000.0
ludovic butelle,Ligue-1,2024-2025,Goalkeeper,stade reims,1.88,100000.0
emmanuel agbadou,Ligue-1,2024-2025,Centre-Back,stade reims,1.92,20000000.0
joseph okumu,Ligue-1,2024-2025,Centre-Back,stade reims,1.9,7000000.0
cedric kipre,Ligue-1,2024-2025,Centre-Back,stade reims,1.93,3000000.0
malcolm jeng,Ligue-1,2024-2025,Centre-Back,stade reims,1.9,2000000.0
abdoul kone,Ligue-1,2024-2025,Centre-Back,stade reims,1.92,400000.0
kobi henry,Ligue-1,2024-2025,Centre-Back,stade reims,1.87,100000.0
mohamed ali diadie,Ligue-1,2024-2025,Centre-Back,stade reims,,
sergio akieme,Ligue-1,2024-2025,Left-Back,stade reims,1.75,7000000.0
thibault de smet,Ligue-1,2024-2025,Left-Back,stade reims,1.83,2500000.0
nhoa sangui,Ligue-1,2024-2025,Left-Back,stade reims,1.78,2500000.0
aurelio buta,Ligue-1,2024-2025,Right-Back,stade reims,1.72,5000000.0
hiroki sekine,Ligue-1,2024-2025,Right-Back,stade reims,1.87,1200000.0
maxime busi,Ligue-1,2024-2025,Right-Back,stade reims,1.82,1000000.0
gabriel moscardo,Ligue-1,2024-2025,Defensive Midfield,stade reims,1.85,8000000.0
mory gbane,Ligue-1,2024-2025,Defensive Midfield,stade reims,1.88,4000000.0
amadou kone,Ligue-1,2024-2025,Defensive Midfield,stade reims,1.78,4000000.0
mohamed bamba,Ligue-1,2024-2025,Defensive Midfield,stade reims,1.88,3000000.0
marshall munetsi,Ligue-1,2024-2025,Central Midfield,stade reims,1.88,15000000.0
valentin atangana,Ligue-1,2024-2025,Central Midfield,stade reims,1.76,10000000.0
yaya fofana,Ligue-1,2024-2025,Central Midfield,stade reims,1.8,4000000.0
teddy teuma,Ligue-1,2024-2025,Central Midfield,stade reims,1.76,3000000.0
john patrick,Ligue-1,2024-2025,Central Midfield,stade reims,1.92,1200000.0
martin adeline,Ligue-1,2024-2025,Central Midfield,stade reims,1.8,700000.0
zabi,Ligue-1,2024-2025,Central Midfield,stade reims,1.91,100000.0
reda khadra,Ligue-1,2024-2025,Attacking Midfield,stade reims,1.75,2000000.0
ange martial tia,Ligue-1,2024-2025,Attacking Midfield,stade reims,1.78,300000.0
keito nakamura,Ligue-1,2024-2025,Left Winger,stade reims,1.8,8000000.0
mohamed daramy,Ligue-1,2024-2025,Left Winger,stade reims,1.8,4000000.0
mamadou diakhon,Ligue-1,2024-2025,Left Winger,stade reims,1.8,3000000.0
ike orazi,Ligue-1,2024-2025,Left Winger,stade reims,1.76,100000.0
junya ito,Ligue-1,2024-2025,Right Winger,stade reims,1.76,6000000.0
oumar diakite,Ligue-1,2024-2025,Centre-Forward,stade reims,1.85,6000000.0
jordan,Ligue-1,2024-2025,Centre-Forward,stade reims,1.91,3000000.0
amine salama,Ligue-1,2024-2025,Centre-Forward,stade reims,1.92,1500000.0
adama bojang,Ligue-1,2024-2025,Centre-Forward,stade reims,1.91,1000000.0
hafiz umar ibrahim,Ligue-1,2024-2025,Centre-Forward,stade reims,1.9,500000.0
pape sissoko,Ligue-1,2024-2025,Centre-Forward,stade reims,,100000.0
guillaume restes,Ligue-1,2024-2025,Goalkeeper,fc toulouse,1.88,20000000.0
kjetil haug,Ligue-1,2024-2025,Goalkeeper,fc toulouse,1.91,600000.0
alex dominguez,Ligue-1,2024-2025,Goalkeeper,fc toulouse,1.87,300000.0
justin lacombe,Ligue-1,2024-2025,Goalkeeper,fc toulouse,1.92,
mathys niflore,Ligue-1,2024-2025,Goalkeeper,fc toulouse,1.92,
logan costa,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.9,18000000.0
charlie cresswell,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.9,10000000.0
mark mckenzie,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.84,6000000.0
rasmus nicolaisen,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.91,4500000.0
jaydee canvot,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.88,4000000.0
umit akdag,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.92,600000.0
dayann methalie,Ligue-1,2024-2025,Centre-Back,fc toulouse,1.86,
gabriel suazo,Ligue-1,2024-2025,Left-Back,fc toulouse,1.78,4000000.0
ylies aradj,Ligue-1,2024-2025,Left-Back,fc toulouse,1.79,
warren kamanzi,Ligue-1,2024-2025,Right-Back,fc toulouse,1.77,2000000.0
djibril sidibe,Ligue-1,2024-2025,Right-Back,fc toulouse,1.83,1000000.0
cristian casseres jr,Ligue-1,2024-2025,Central Midfield,fc toulouse,1.76,6000000.0
vincent sierro,Ligue-1,2024-2025,Central Midfield,fc toulouse,1.85,4000000.0
niklas schmidt,Ligue-1,2024-2025,Central Midfield,fc toulouse,1.84,1800000.0
miha zajc,Ligue-1,2024-2025,Central Midfield,fc toulouse,1.78,1500000.0
rafik messali,Ligue-1,2024-2025,Right Midfield,fc toulouse,1.77,800000.0
aron dnnum,Ligue-1,2024-2025,Left Midfield,fc toulouse,1.78,4000000.0
naatan skytta,Ligue-1,2024-2025,Attacking Midfield,fc toulouse,1.74,3000000.0
denis genreau,Ligue-1,2024-2025,Attacking Midfield,fc toulouse,1.75,800000.0
edhy zuliani,Ligue-1,2024-2025,Attacking Midfield,fc toulouse,1.75,50000.0
mathis saka,Ligue-1,2024-2025,Attacking Midfield,fc toulouse,1.72,50000.0
yann gboho,Ligue-1,2024-2025,Left Winger,fc toulouse,1.78,8000000.0
ilyas azizi,Ligue-1,2024-2025,Left Winger,fc toulouse,1.73,
zakaria aboukhlal,Ligue-1,2024-2025,Right Winger,fc toulouse,1.79,12000000.0
shavy babicka,Ligue-1,2024-2025,Right Winger,fc toulouse,1.79,2500000.0
noah edjouma,Ligue-1,2024-2025,Right Winger,fc toulouse,1.82,800000.0
mamady bangre,Ligue-1,2024-2025,Right Winger,fc toulouse,1.71,500000.0
frank magri,Ligue-1,2024-2025,Centre-Forward,fc toulouse,1.78,3000000.0
joshua king,Ligue-1,2024-2025,Centre-Forward,fc toulouse,1.8,1800000.0
alban lafont,Ligue-1,2024-2025,Goalkeeper,fc nantes,1.96,3000000.0
anthony lopes,Ligue-1,2024-2025,Goalkeeper,fc nantes,1.84,1200000.0
patrik carlgren,Ligue-1,2024-2025,Goalkeeper,fc nantes,1.89,600000.0
hugo barbet,Ligue-1,2024-2025,Goalkeeper,fc nantes,1.89,50000.0
nathan zeze,Ligue-1,2024-2025,Centre-Back,fc nantes,1.9,15000000.0
saidou sow,Ligue-1,2024-2025,Centre-Back,fc nantes,1.87,6000000.0
jeancharles castelletto,Ligue-1,2024-2025,Centre-Back,fc nantes,1.86,3500000.0
jeankevin duverne,Ligue-1,2024-2025,Centre-Back,fc nantes,1.86,2500000.0
nicolas pallois,Ligue-1,2024-2025,Centre-Back,fc nantes,1.89,400000.0
sekou doucoure,Ligue-1,2024-2025,Centre-Back,fc nantes,1.87,50000.0
enzo mongo,Ligue-1,2024-2025,Centre-Back,fc nantes,1.85,
nicolas cozza,Ligue-1,2024-2025,Left-Back,fc nantes,1.78,3500000.0
kelvin amian,Ligue-1,2024-2025,Right-Back,fc nantes,1.8,2500000.0
fabien centonze,Ligue-1,2024-2025,Right-Back,fc nantes,1.82,1800000.0
marcus coco,Ligue-1,2024-2025,Right-Back,fc nantes,1.84,1200000.0
mathieu acapandie,Ligue-1,2024-2025,Right-Back,fc nantes,1.82,
johann lepenant,Ligue-1,2024-2025,Defensive Midfield,fc nantes,1.76,6000000.0
pedro chirivella,Ligue-1,2024-2025,Defensive Midfield,fc nantes,1.78,5000000.0
jeanphilippe gbamin,Ligue-1,2024-2025,Defensive Midfield,fc nantes,1.86,2000000.0
francis coquelin,Ligue-1,2024-2025,Defensive Midfield,fc nantes,1.77,900000.0
douglas augusto,Ligue-1,2024-2025,Central Midfield,fc nantes,1.73,6000000.0
dehmaine tabibou,Ligue-1,2024-2025,Central Midfield,fc nantes,1.83,200000.0
louis leroux,Ligue-1,2024-2025,Attacking Midfield,fc nantes,1.84,4000000.0
florent mollet,Ligue-1,2024-2025,Attacking Midfield,fc nantes,1.75,1200000.0
moses simon,Ligue-1,2024-2025,Left Winger,fc nantes,1.68,12000000.0
herba guirassy,Ligue-1,2024-2025,Left Winger,fc nantes,1.86,1000000.0
adel mahamoud,Ligue-1,2024-2025,Left Winger,fc nantes,1.83,50000.0
sorba thomas,Ligue-1,2024-2025,Right Winger,fc nantes,1.85,3500000.0
matthis abline,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.82,18000000.0
mostafa mohamed,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.85,5000000.0
meschack elia,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.73,4000000.0
tino kadewere,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.83,2500000.0
ignatius ganago,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.76,2000000.0
plamedi nsingi,Ligue-1,2024-2025,Centre-Forward,fc nantes,1.89,
marco bizot,Ligue-1,2024-2025,Goalkeeper,stade brestois,1.93,3000000.0
gregoire coudert,Ligue-1,2024-2025,Goalkeeper,stade brestois,1.92,500000.0
noah jauny,Ligue-1,2024-2025,Goalkeeper,stade brestois,1.94,
soumaila coulibaly,Ligue-1,2024-2025,Centre-Back,stade brestois,1.91,8000000.0
brendan chardonnet,Ligue-1,2024-2025,Centre-Back,stade brestois,1.81,6000000.0
abdoulaye ndiaye,Ligue-1,2024-2025,Centre-Back,stade brestois,1.95,4000000.0
julien le cardinal,Ligue-1,2024-2025,Centre-Back,stade brestois,1.84,2000000.0
achraf dari,Ligue-1,2024-2025,Centre-Back,stade brestois,1.88,1500000.0
paris irie,Ligue-1,2024-2025,Centre-Back,stade brestois,1.86,
raphael le guen,Ligue-1,2024-2025,Centre-Back,stade brestois,1.96,
bradley locko,Ligue-1,2024-2025,Left-Back,stade brestois,1.8,9000000.0
massadio haidara,Ligue-1,2024-2025,Left-Back,stade brestois,1.79,1500000.0
jordan amavi,Ligue-1,2024-2025,Left-Back,stade brestois,1.76,1500000.0
justin bourgault,Ligue-1,2024-2025,Left-Back,stade brestois,1.85,800000.0
luck zogbe,Ligue-1,2024-2025,Right-Back,stade brestois,1.78,2500000.0
kenny lala,Ligue-1,2024-2025,Right-Back,stade brestois,1.78,2000000.0
pierre leesmelou,Ligue-1,2024-2025,Defensive Midfield,stade brestois,1.85,6000000.0
edimilson fernandes,Ligue-1,2024-2025,Defensive Midfield,stade brestois,1.87,3000000.0
jonas martin,Ligue-1,2024-2025,Defensive Midfield,stade brestois,1.84,600000.0
hamidou makalou,Ligue-1,2024-2025,Defensive Midfield,stade brestois,1.64,300000.0
mahdi camara,Ligue-1,2024-2025,Central Midfield,stade brestois,1.76,9000000.0
hugo magnetti,Ligue-1,2024-2025,Central Midfield,stade brestois,1.8,6000000.0
hiangaa mbock,Ligue-1,2024-2025,Central Midfield,stade brestois,1.86,400000.0
romain faivre,Ligue-1,2024-2025,Attacking Midfield,stade brestois,1.8,6000000.0
kamory doumbia,Ligue-1,2024-2025,Attacking Midfield,stade brestois,1.7,4000000.0
noan geraux,Ligue-1,2024-2025,Attacking Midfield,stade brestois,,
abdallah sima,Ligue-1,2024-2025,Left Winger,stade brestois,1.88,9000000.0
ibrahim salah,Ligue-1,2024-2025,Left Winger,stade brestois,1.86,3000000.0
mathias pereira lage,Ligue-1,2024-2025,Left Winger,stade brestois,1.8,2500000.0
axel camblan,Ligue-1,2024-2025,Left Winger,stade brestois,1.74,500000.0
leo botz,Ligue-1,2024-2025,Left Winger,stade brestois,,
romain del castillo,Ligue-1,2024-2025,Right Winger,stade brestois,1.72,7000000.0
ibrahim yayiya kante,Ligue-1,2024-2025,Right Winger,stade brestois,,
mama balde,Ligue-1,2024-2025,Centre-Forward,stade brestois,1.76,4000000.0
ludovic ajorque,Ligue-1,2024-2025,Centre-Forward,stade brestois,1.96,4000000.0
jeremy le douaron,Ligue-1,2024-2025,Centre-Forward,stade brestois,1.89,3000000.0
saliou diop,Ligue-1,2024-2025,Centre-Forward,stade brestois,1.87,50000.0
donovan leon,Ligue-1,2024-2025,Goalkeeper,aj auxerre,1.87,1000000.0
theo de percin,Ligue-1,2024-2025,Goalkeeper,aj auxerre,1.85,300000.0
tom negrel,Ligue-1,2024-2025,Goalkeeper,aj auxerre,1.92,50000.0
raphael adiceam,Ligue-1,2024-2025,Goalkeeper,aj auxerre,1.79,50000.0
